Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price to be sold at,Quantity sold,Tax 5%,Total,Date,Time,Payment,COGS,gross margin percentage(unit),gross profit,Rating
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.4,407.32,2/6/2019,17:20,Ewallet,159.05,59,228.87,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,99.33,1/30/2019,13:32,Credit card,40.68,57,53.92,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.47,345.79,1/11/2019,10:37,Credit card,111.97,66,217.35,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.66,55.88,3/19/2019,14:35,Cash,15.97,70,37.25,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.92,523.37,1/14/2019,12:09,Cash,154.52,69,343.93,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.98,314.54,3/1/2019,15:32,Ewallet,98.85,67,200.71,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.24,214.94,1/6/2019,13:58,Ewallet,83.93,59,120.77,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.79,79.61,1/31/2019,13:19,Cash,36.39,52,39.43,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.03,294.65,3/11/2019,13:37,Cash,106.64,62,173.98,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2/20/2019,16:49,Credit card,109.89,66,213.31,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.33,510.96,1/27/2019,14:55,Ewallet,189.79,61,296.84,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.38,133.92,3/10/2019,14:04,Credit card,42.09,67,85.45,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.07,253.51,2/15/2019,12:31,Cash,103.82,57,137.62,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.98,398.48,1/26/2019,14:51,Cash,125.24,67,254.27,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.84,80.66,2/13/2019,18:27,Ewallet,27.66,64,49.16,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,548.73,3/9/2019,12:45,Credit card,203.81,61,318.79,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.99,83.73,3/6/2019,10:36,Ewallet,38.28,52,41.46,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.38,406.88,1/24/2019,20:36,Ewallet,116.25,70,271.25,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.57,284.92,3/13/2019,14:16,Ewallet,111.25,59,160.1,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.12,128.43,3/15/2019,10:26,Cash,42.81,65,79.5,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.32,258.68,3/5/2019,13:30,Credit card,73.91,70,172.45,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.66,181.82,3/4/2019,16:28,Cash,55.41,68,117.75,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.83,248.41,3/25/2019,20:18,Credit card,92.27,61,144.31,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.24,194.12,3/12/2019,20:04,Credit card,83.2,55,101.68,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.7,14.68,2/4/2019,13:38,Ewallet,5.03,64,8.95,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.94,208.69,2/22/2019,10:43,Ewallet,93.41,53,105.34,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.23,718.76,2/16/2019,17:30,Ewallet,287.5,58,397.03,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.45,282.49,1/19/2019,15:28,Credit card,134.52,50,134.52,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.45,72.4,1/11/2019,19:07,Credit card,21.37,69,47.58,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.74,288.58,1/4/2019,19:01,Cash,120.93,56,153.91,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.31,237.43,3/4/2019,19:48,Ewallet,94.97,58,131.15,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.96,125.06,1/28/2019,19:24,Ewallet,38.11,68,80.99,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.11,359.21,1/2/2019,13:00,Cash,136.84,60,205.26,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.19,45.93,1/25/2019,14:29,Ewallet,21.43,51,22.31,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.24,110.09,1/4/2019,13:21,Cash,45.09,57,59.76,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.88,81.4,3/10/2019,18:55,Ewallet,23.26,70,54.26,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.37,427.81,3/22/2019,19:36,Ewallet,150.75,63,256.69,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.81,100.92,1/25/2019,16:28,Ewallet,48.06,50,48.06,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.08,190.6,1/8/2019,13:48,Credit card,76.24,58,105.28,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.08,85.59,1/22/2019,10:57,Ewallet,29.34,64,52.17,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.72,120.16,1/12/2019,17:13,Ewallet,48.06,58,66.38,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.83,185.37,2/4/2019,10:23,Cash,82.97,53,93.57,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,121.59,3/28/2019,13:57,Ewallet,49.79,57,66.01,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.61,264.76,1/23/2019,13:29,Cash,126.08,50,126.08,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.61,1020.71,2/8/2019,13:00,Credit card,359.68,63,612.42,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.17,213.53,3/19/2019,19:42,Credit card,75.24,63,128.12,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.81,17.09,3/9/2019,15:36,Cash,5.86,64,10.42,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.27,383.76,1/2/2019,13:40,Cash,179.09,51,186.4,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.61,390.8,1/21/2019,18:01,Cash,133.99,64,238.2,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.13,65.74,3/20/2019,13:53,Credit card,20.66,67,41.95,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.82,353.17,2/27/2019,17:27,Cash,134.54,60,201.81,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.33,951.83,3/8/2019,10:53,Ewallet,389.8,57,516.71,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.91,145.07,1/31/2019,19:48,Credit card,69.08,50,69.08,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.33,90.87,3/8/2019,16:53,Ewallet,28.56,67,57.98,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.04,147.8,1/13/2019,19:14,Ewallet,63.34,55,77.42,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.44,702.22,3/9/2019,14:36,Credit card,214.01,68,454.77,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.37,49.81,2/22/2019,18:19,Credit card,22.3,53,25.14,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.66,937.82,3/19/2019,19:09,Ewallet,366.2,59,526.96,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.59,348.31,1/20/2019,16:51,Ewallet,165.86,50,165.86,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.2,214.14,3/8/2019,15:37,Credit card,61.18,70,142.76,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.41,71.57,3/8/2019,20:15,Ewallet,21.81,68,46.35,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.34,343.22,2/7/2019,14:38,Credit card,130.75,60,196.13,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,91.56,1/15/2019,19:25,Cash,36.62,58,50.58,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.37,742.81,3/22/2019,19:35,Credit card,297.12,58,410.32,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.14,843.03,1/15/2019,15:42,Credit card,297.07,63,505.82,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.64,13.42,1/8/2019,14:11,Ewallet,6.26,51,6.52,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.69,140.39,1/15/2019,10:43,Cash,45.46,66,88.24,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.96,20.11,1/28/2019,17:58,Credit card,8.81,54,10.34,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,290.43,2/14/2019,11:26,Credit card,102.34,63,174.26,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.86,144.08,3/10/2019,17:38,Credit card,56.26,59,80.96,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.35,28.42,1/12/2019,20:07,Credit card,12.18,55,14.89,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.96,41.08,3/26/2019,11:02,Credit card,15.26,61,23.86,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.41,470.67,1/1/2019,19:07,Cash,192.75,57,255.51,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.6,138.66,1/2/2019,18:50,Cash,54.14,59,77.92,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9,333.95,3/16/2019,12:43,Ewallet,149.48,53,168.57,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,26.25,3/3/2019,15:09,Ewallet,9,64,16,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.15,87.23,1/31/2019,13:47,Cash,34.89,58,48.19,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,155.19,2/13/2019,16:59,Cash,44.34,70,103.46,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,731.43,2/15/2019,14:15,Credit card,229.88,67,466.72,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.7,833.6,2/7/2019,20:24,Cash,277.87,65,516.04,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.29,488.99,1/27/2019,13:58,Cash,218.88,53,246.82,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.79,37.68,2/23/2019,16:52,Credit card,17.95,50,17.95,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,212.73,2/3/2019,15:19,Cash,83.07,59,119.53,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.53,767.03,3/3/2019,12:25,Credit card,357.95,51,372.56,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,310.59,2/3/2019,10:02,Cash,118.32,60,177.48,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.13,23.75,3/17/2019,18:58,Cash,10.86,52,11.76,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.84,269.54,3/28/2019,15:31,Credit card,79.58,69,177.12,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.28,572.78,3/2/2019,11:22,Credit card,267.3,51,278.21,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13,273.05,2/8/2019,13:12,Credit card,101.42,61,158.63,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.11,233.23,3/22/2019,18:33,Cash,95.51,57,126.61,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.08,22.66,2/9/2019,10:02,Ewallet,9.5,56,12.08,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.94,103.78,2/15/2019,11:21,Cash,34.59,65,64.25,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.13,527.75,1/23/2019,12:10,Ewallet,236.23,53,266.39,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,168.21,1/25/2019,11:40,Cash,59.27,63,100.93,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.57,452.87,2/2/2019,18:31,Credit card,194.09,55,237.22,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.03,609.59,3/30/2019,17:58,Cash,220.61,62,359.95,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,338.31,3/30/2019,17:04,Cash,103.1,68,219.1,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.78,205.32,2/25/2019,20:35,Credit card,62.57,68,132.97,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.32,174.62,3/18/2019,16:10,Credit card,56.54,66,109.76,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.81,353.09,3/7/2019,16:54,Ewallet,141.24,58,195.04,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.19,360.89,3/16/2019,10:11,Ewallet,134.04,61,209.66,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,40.53,1/29/2019,11:26,Ewallet,12.74,67,25.86,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.39,554.15,2/2/2019,20:29,Cash,200.55,62,327.21,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,344.4,2/15/2019,12:12,Cash,150.88,54,177.12,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.29,194.99,1/8/2019,13:05,Ewallet,85.42,54,100.28,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2/12/2019,16:19,Cash,241.52,60,362.28,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,1/1/2019,19:48,Credit card,170.11,54,199.69,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.9,207.86,3/21/2019,15:25,Ewallet,98.98,50,98.98,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.55,431.45,2/28/2019,14:42,Cash,123.27,70,287.63,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,3/23/2019,18:59,Ewallet,63.9,57,84.7,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.15,24.11,1/30/2019,20:47,Cash,7.12,69,15.84,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.96,734.08,2/4/2019,13:21,Ewallet,230.71,67,468.41,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,3/13/2019,19:48,Ewallet,23.6,66,45.8,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,3/15/2019,18:20,Credit card,98.3,50,98.3,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.13,212.69,3/5/2019,20:24,Ewallet,81.02,60,121.54,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,3/5/2019,13:44,Credit card,36.36,70,84.84,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.99,209.77,2/26/2019,11:48,Ewallet,89.9,55,109.88,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.37,637.73,3/20/2019,14:14,Cash,200.43,67,406.93,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.32,132.76,1/1/2019,15:51,Cash,39.2,69,87.24,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.07,568.51,1/27/2019,11:17,Cash,162.43,70,379.01,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.91,103.04,1/21/2019,17:36,Cash,47.1,52,51.03,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.61,432.77,2/2/2019,15:47,Cash,206.08,50,206.08,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.7,77.67,2/3/2019,15:53,Credit card,34.03,54,39.94,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.6,33.5,1/5/2019,12:40,Ewallet,12.12,62,19.78,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,1/27/2019,19:48,Ewallet,55.52,60,83.28,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.33,195.95,3/25/2019,17:53,Cash,82.11,56,104.51,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.42,92.87,2/25/2019,16:36,Credit card,40.69,54,47.76,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.67,203.11,1/28/2019,20:54,Ewallet,75.44,61,118,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.28,152.78,1/8/2019,12:50,Cash,65.48,55,80.03,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.22,529.52,1/29/2019,10:48,Credit card,221.89,56,282.41,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.32,321.77,3/29/2019,14:28,Cash,128.71,58,177.74,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.79,100.49,2/9/2019,17:15,Credit card,33.5,65,62.21,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.76,666.94,1/16/2019,18:03,Credit card,209.61,67,425.57,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.73,225.28,1/5/2019,17:29,Ewallet,102.98,52,111.57,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,19,398.96,1/27/2019,18:05,Ewallet,167.18,56,212.78,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.84,731.69,3/14/2019,12:07,Cash,341.46,51,355.39,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.44,429.17,2/23/2019,19:49,Credit card,192.1,53,216.63,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.57,54.04,3/18/2019,15:52,Ewallet,20.59,60,30.88,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.72,288.02,3/29/2019,16:48,Ewallet,82.29,70,192.01,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.85,206.8,1/22/2019,20:46,Credit card,82.72,58,114.23,8.7
220-28-1851,A,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.47,72.93,3/1/2019,18:14,Ewallet,20.84,70,48.62,9.7
600-38-9738,C,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,1/17/2019,15:05,Credit card,115.07,68,244.53,4.3
734-91-1155,B,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.86,143.99,3/26/2019,10:34,Credit card,58.97,57,78.16,7.7
451-28-5717,C,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.95,523.97,3/20/2019,11:23,Cash,214.58,57,284.44,7.3
609-81-8548,A,Yangon,Member,Female,Home and lifestyle,37.44,6,11.23,235.87,2/6/2019,13:55,Credit card,89.86,60,134.78,5.9
133-14-7229,C,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.29,132.03,1/1/2019,11:43,Cash,40.24,68,85.5,5
534-01-4457,A,Yangon,Normal,Male,Food and beverages,81.71,6,24.51,514.77,1/27/2019,14:36,Credit card,220.62,55,269.64,8
719-89-8991,A,Yangon,Member,Female,Sports and travel,91.41,5,22.85,479.9,2/25/2019,16:03,Ewallet,137.12,70,319.94,7.1
286-62-6248,B,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.84,164.68,1/16/2019,20:03,Credit card,64.3,59,92.54,9
339-38-9982,B,Mandalay,Member,Male,Fashion accessories,59.86,2,5.99,125.71,1/13/2019,14:55,Ewallet,43.1,64,76.62,6.7
827-44-5872,B,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2/7/2019,11:28,Credit card,255.49,53,288.11,6.1
827-77-7633,A,Yangon,Normal,Male,Sports and travel,98.09,9,44.14,926.95,2/17/2019,19:41,Cash,264.84,70,617.97,9.3
287-83-1405,A,Yangon,Normal,Male,Health and beauty,25.43,6,7.63,160.21,2/12/2019,19:01,Ewallet,65.61,57,86.97,7
435-13-4908,A,Yangon,Member,Male,Fashion accessories,86.68,8,34.67,728.11,1/24/2019,18:04,Credit card,305.11,56,388.33,7.2
857-67-9057,B,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.48,240.98,2/6/2019,19:20,Ewallet,80.33,65,149.18,8.2
236-27-1144,C,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.34,154.13,3/26/2019,10:31,Ewallet,54.31,63,92.48,8.4
892-05-6689,A,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,3/11/2019,13:28,Ewallet,69.38,51,72.22,6.2
583-41-4548,C,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.83,122.52,2/7/2019,11:36,Ewallet,44.34,62,72.35,7.4
339-12-4827,B,Mandalay,Member,Female,Fashion accessories,73.96,1,3.7,77.66,1/5/2019,11:32,Credit card,24.41,67,49.55,5
643-38-7867,A,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.9,102.84,3/7/2019,11:44,Ewallet,30.36,69,67.58,6.9
308-81-0538,A,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2/25/2019,17:16,Credit card,116.88,60,175.32,4.9
358-88-9262,C,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.24,551.12,2/1/2019,18:43,Ewallet,230.95,56,293.93,5.1
460-35-4390,A,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.6,96.64,1/22/2019,11:00,Ewallet,42.34,54,49.7,9.1
343-87-0864,C,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.79,79.67,1/3/2019,10:30,Credit card,36.42,52,39.46,7.1
173-50-1108,B,Mandalay,Member,Female,Sports and travel,20.18,4,4.04,84.76,2/13/2019,12:14,Credit card,33.1,59,47.62,5
243-47-2663,C,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.63,118.25,1/28/2019,16:43,Credit card,41.67,63,70.95,5.5
841-18-8232,B,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,1/5/2019,20:40,Credit card,30.62,57,40.58,9.2
701-23-5550,B,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.76,163,3/19/2019,13:40,Ewallet,72.96,53,82.28,4.9
647-50-1224,A,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,1/12/2019,16:23,Ewallet,138.27,53,155.93,8.9
541-48-8554,A,Yangon,Normal,Male,Sports and travel,60.95,9,27.43,575.98,1/7/2019,12:08,Credit card,175.54,68,373.01,6
539-21-7227,B,Mandalay,Normal,Female,Sports and travel,51.54,5,12.89,270.59,1/26/2019,17:45,Cash,90.2,65,167.51,4.2
213-32-1216,A,Yangon,Normal,Female,Electronic accessories,66.06,6,19.82,416.18,1/23/2019,10:28,Cash,198.18,50,198.18,7.3
747-58-7183,B,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.59,180.4,2/9/2019,20:31,Ewallet,65.29,62,106.52,6.5
582-52-8065,B,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.44,513.23,2/22/2019,10:49,Cash,151.52,69,337.27,8.9
210-57-1719,B,Mandalay,Normal,Female,Health and beauty,58.24,9,26.21,550.37,2/5/2019,12:34,Cash,235.87,55,288.29,9.7
399-69-4630,C,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.66,139.92,3/7/2019,10:23,Credit card,53.3,60,79.96,8.6
134-75-2619,A,Yangon,Member,Male,Electronic accessories,19.32,7,6.76,142,3/25/2019,18:51,Cash,51.39,62,83.85,6.9
356-44-8813,B,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.62,118.06,1/20/2019,13:45,Credit card,43.85,61,68.59,7.7
198-66-9832,B,Mandalay,Member,Female,Fashion accessories,72.04,2,7.2,151.28,2/4/2019,19:38,Cash,51.87,64,92.21,9.5
283-26-5248,C,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,1/30/2019,20:23,Ewallet,394.08,60,591.12,4.5
712-39-0363,A,Yangon,Member,Male,Food and beverages,41.66,6,12.5,262.46,1/2/2019,15:24,Ewallet,104.98,58,144.98,5.6
218-59-9410,A,Yangon,Member,Female,Home and lifestyle,72.42,3,10.86,228.12,3/29/2019,16:54,Ewallet,69.52,68,147.74,8.2
174-75-0888,B,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.71,203.93,3/14/2019,12:32,Cash,77.69,60,116.53,7.3
866-99-7614,C,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2/11/2019,15:42,Credit card,285.44,68,606.56,4.4
134-54-4720,B,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.97,356.33,1/30/2019,13:58,Ewallet,111.99,67,227.37,5.7
760-90-2357,A,Yangon,Member,Male,Electronic accessories,74.51,6,22.35,469.41,3/20/2019,15:08,Ewallet,160.94,64,286.12,5
514-37-2845,B,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.93,208.43,3/20/2019,13:02,Cash,99.25,50,99.25,9
698-98-5964,A,Yangon,Normal,Female,Food and beverages,81.21,10,40.61,852.71,1/17/2019,13:01,Credit card,332.96,59,479.14,6.3
718-57-9773,C,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.67,517.97,2/3/2019,16:40,Credit card,231.85,53,261.45,9.4
